Item Name,Description,Mfg Part #,Category,Rate,Item Type
HT1C,Main Triple Safe Water Protection System Renovation\CRSanitary piping rejuvenation with visual inspection system\CRExtended drain treatment service\CRPer,,Services,718,Non Inventory
HT1D,Complete Triple Safe Water Protection System Renovation\CRSanitary piping renovation with visual inspection system\CRExtended drain treatment service\CRF,,Services,861,Non Inventory
HT1E,Complete Triple Safe Water Protection System Renovation\CRSanitary piping renovation with visual inspection system\CRExtended drain treatment service\CRF,,Services,1005,Non Inventory
HT20A,Refrigerant Leak Protection Service System Rejuvenation   \CRPerformance and safety testing              \CR30 day warranty,,Services,815,Non Inventory
HT20B,Basic Refrigerant Leak Protection Service System Renovation   \CRInstall internal leak sealers\CRPerformance enhancement system renovation\CRPerformance,,Services,1631,Non Inventory
HT20C,Main Refrigerant Leak Protection Service System Renovation   \CRInstall internal leak sealers\CRPerformance enhancement system renovation\CRHeat transfer,,Services,2039,Non Inventory
HT20D,Complete Refrigerant Leak Protection Service System Renovation   \CRCalibrate system coolant and install refrigerant treatments \CRInstall internal leak,,Services,2446,Non Inventory
HT20E,Complete Refrigerant Leak Protection Service System Renovation   \CRCalibrate system coolant and install refrigerant treatments \CRInstall internal leak,,Services,2854,Non Inventory
HT21A,Refrigerant Leak Protection Service System Rejuvenation   \CRPerformance and safety testing              \CR30 day warranty,,Services,944,Non Inventory
HT21B,Basic Refrigerant Leak Protection Service System Renovation   \CRInstall internal leak sealers\CRPerformance enhancement system renovation\CRPerformance,,Services,1888,Non Inventory
HT21C,Main Refrigerant Leak Protection Service System Renovation   \CRInstall internal leak sealers\CRPerformance enhancement system renovation\CRHeat transfer,,Services,2360,Non Inventory
HT21D,Complete Refrigerant Leak Protection Service System Renovation   \CRCalibrate system coolant and install refrigerant treatments \CRInstall internal leak,,Services,2831,Non Inventory
HT21E,Complete Refrigerant Leak Protection Service System Renovation   \CRCalibrate system coolant and install refrigerant treatments \CRInstall internal leak,,Services,3303,Non Inventory
HT22A,Lint Exhaust Removal System Service\CRPerformance and safety testing\CR30 day warranty,,Services,353,Non Inventory
HT22B,Basic Lint Exhaust Removal System Restoration\CRAppliance crevice restoration service\CRVermin deterrent and exhaust point renovation\CRPerformance and s,,Services,476,Non Inventory
HT22C,Main Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe service\CRAppliance crevice restoration service\CRAudible detection,,Services,617,Non Inventory
HT22D,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,776,Non Inventory
HT22E,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,917,Non Inventory
HT23A,Lint Exhaust Removal System Service\CRPerformance and safety testing\CR30 day warranty,,Services,547,Non Inventory
HT23B,Basic Lint Exhaust Removal System Restoration\CRAppliance crevice restoration service\CRVermin deterrent and exhaust point renovation\CRPerformance and s,,Services,738,Non Inventory
HT23C,Main Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe service\CRAppliance crevice restoration service\CRAudible detection,,Services,956,Non Inventory
HT23D,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,1202,Non Inventory
HT23E,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,1421,Non Inventory
HT24A,Lint Exhaust Removal System Service\CRPerformance and safety testing\CR30 day warranty,,Services,730,Non Inventory
HT24B,Basic Lint Exhaust Removal System Restoration\CRAppliance crevice restoration service\CRVermin deterrent and exhaust point renovation\CRPerformance and s,,Services,986,Non Inventory
HT24C,Main Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe service\CRAppliance crevice restoration service\CRAudible detection,,Services,1278,Non Inventory
HT24D,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,1607,Non Inventory
HT24E,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,1899,Non Inventory
HT25A,Lint Exhaust Removal System Service\CRPerformance and safety testing\CR30 day warranty,,Services,925,Non Inventory
HT25B,Basic Lint Exhaust Removal System Restoration\CRAppliance crevice restoration service\CRVermin deterrent and exhaust point renovation\CRPerformance and s,,Services,1249,Non Inventory
HT25C,Main Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe service\CRAppliance crevice restoration service\CRAudible detection,,Services,1619,Non Inventory
HT25D,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,2036,Non Inventory
HT25E,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,2406,Non Inventory
HT26A,Lint Exhaust Removal System Service\CRPerformance and safety testing\CR30 day warranty,,Services,1094,Non Inventory
HT26B,Basic Lint Exhaust Removal System Restoration\CRAppliance crevice restoration service\CRVermin deterrent and exhaust point renovation\CRPerformance and s,,Services,1477,Non Inventory
HT26C,Main Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe service\CRAppliance crevice restoration service\CRAudible detection,,Services,1915,Non Inventory
HT26D,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,2407,Non Inventory
HT26E,Complete Lint Exhaust Removal System Restoration\CRArea restoration service\CRExhaust pipe restoration service\CRAppliance crevice restoration service\CRI,,Services,2844,Non Inventory
HT2A,Triple Safe Water Protection System Rejuvenation\CRPerformance and safety testing              \CR30 day warranty,,Services,452,Non Inventory
HT2B,Basic Triple Safe Water Protection System Renovation \CRBasic treatment service\CRPerformance and safety testing              \CR6 month warranty,,Services,904,Non Inventory
HT2C,Main Triple Safe Water Protection System Renovation\CRSanitary piping rejuvenation with visual inspection system\CRExtended drain treatment service\CRPer,,Services,1130,Non Inventory
HT2D,Complete Triple Safe Water Protection System Renovation\CRSanitary piping renovation with visual inspection system\CRExtended drain treatment service\CRF,,Services,1357,Non Inventory
HT2E,Complete Triple Safe Water Protection System Renovation\CRSanitary piping renovation with visual inspection system\CRExtended drain treatment service\CRF,,Services,1583,Non Inventory
HT3A,Power Protection System Rejuvenation\CRPerformance and safety testing              \CR30 day warranty,,Services,355,Non Inventory
HT3B,Basic Power Protection System Renovation\CRElectrical safety system service\CRPerformance and safety testing              \CR6 month warranty,,Services,709,Non Inventory
HT3C,Main Power Protection System Renovation\CRVoltage distribution system renovation\CRVoltage Enhancement System renovation \CRElectrical safety system serv,,Services,886,Non Inventory
HT3D,Complete Power Protection System Renovation\CRVoltage distribution system renovation\CRVoltage Enhancement System renovation \CRUpgrade voltage protectio,,Services,1064,Non Inventory
HT3E,Complete Power Protection System Renovation\CRVoltage distribution system renovation\CRVoltage Enhancement System renovation \CRUpgrade voltage protectio,,Services,1241,Non Inventory
HT4A,Power Protection System Rejuvenation\CRPerformance and safety testing              \CR30 day warranty,,Services,490,Non Inventory
HT4B,Basic Power Protection System Renovation\CRElectrical safety system service\CRPerformance and safety testing              \CR6 month warranty,,Services,980,Non Inventory
HT4C,Main Power Protection System Renovation\CRVoltage distribution system renovation\CRVoltage Enhancement System renovation \CRElectrical safety system serv,,Services,1225,Non Inventory
HT4D,Complete Power Protection System Renovation\CRVoltage distribution system renovation\CRVoltage Enhancement System renovation \CRUpgrade voltage protectio,,Services,1470,Non Inventory
HT4E,Complete Power Protection System Renovation\CRVoltage distribution system renovation\CRVoltage Enhancement System renovation \CRUpgrade voltage protectio,,Services,1715,Non Inventory
HT5A,Medical Quality Air Purification System Rejuvenation\CRPerformance and safety testing              \CR30 day warranty,,Services,321,Non Inventory
HT5B,Basic Medical Quality Air Purification System Renovation  \CRStandard sanitization service\CRPerformance and safety testing              \CR6 month warra,,Services,1043,Non Inventory
HT5C,Main Medical Quality Air Purification System Renovation  \CRMicro-radiant odor control chamber\CRLow maintenance filtration system\CRMold/Mildew/Bacteria,,Services,1605,Non Inventory
HT5D,Complete Medical Quality Air Purification System Renovation  \CRUltra violet bacteria prevention system installation\CRMicro-radiant odor control chambe,,Services,2167,Non Inventory
HT5E,Complete Medical Quality Air Purification System Renovation  \CRUltra violet bacteria prevention system installation\CRMicro-radiant odor control chambe,,Services,2488,Non Inventory
HT6A,Medical Quality Air Purification System Rejuvenation\CRPerformance and safety testing              \CR30 day warranty,,Services,561,Non Inventory
HT6B,Basic Medical Quality Air Purification System Renovation  \CRStandard sanitization service\CRPerformance and safety testing              \CR6 month warra,,Services,1822,Non Inventory
HT6C,Main Medical Quality Air Purification System Renovation  \CRMicro-radiant odor control chamber\CRLow maintenance filtration system\CRMold/Mildew/Bacteria,,Services,2803,Non Inventory
HT6D,Complete Medical Quality Air Purification System Renovation  \CRUltra violet bacteria prevention system installation\CRMicro-radiant odor control chambe,,Services,3784,Non Inventory
